season,team,rpi
2014,Central Conn ,0.424
2014,Central Mich ,0.423
2014,St Fran (PA) ,0.422
2014,Florida A&M ,0.422
2014,TX-San Ant ,0.422
2014,SE Louisiana ,0.421
2014,TN State ,0.419
2014,Niagara ,0.419
2014,NC-Grnsboro ,0.419
2014,GA Southern ,0.418
2014,Austin Peay ,0.417
2014,Texas State ,0.416
2014,NJIT ,0.414
2014,TX-Pan Am ,0.414
2014,Ball State ,0.413
2014,Samford ,0.412
2014,Liberty ,0.411
2014,N Kentucky ,0.410
2014,Alcorn State ,0.408
2014,Campbell ,0.406
2014,Jksnville St ,0.406
2014,IL-Chicago ,0.405
2014,SIU Edward ,0.404
2014,UC Riverside ,0.403
2014,Navy ,0.400
2014,Prairie View ,0.400
2014,IUPUI ,0.395
2014,Kennesaw St ,0.393
2014,Binghamton ,0.392
2014,S Car State ,0.392
2014,UC Davis ,0.392
2014,Delaware St ,0.390
2014,TN Martin ,0.389
2014,Maine ,0.388
2014,Central Ark ,0.388
2014,Maryland BC ,0.387
2014,Stetson ,0.387
2014,NC A&T ,0.387
2014,Cornell ,0.385
2014,App State ,0.384
2014,Howard ,0.382
2014,Longwood ,0.380
2014,Sacred Hrt ,0.378
2014,Furman ,0.378
2014,N Hampshire ,0.376
2014,Lamar ,0.371
2014,Houston Bap ,0.369
2014,Abilene Christian ,0.369
2014,Miss Val St ,0.363
2014,Beth-Cook ,0.361
2014,Citadel ,0.357
2014,S Utah ,0.355
2014,Maryland ES ,0.352
2014,Presbyterian ,0.342
2014,Grambling St ,0.341
2015,Kentucky ,0.679
2015,Kansas ,0.674
2015,Villanova ,0.668
2015,Wisconsin ,0.666
2015,Duke ,0.665
2015,Virginia ,0.664
2015,Arizona ,0.658
2015,Gonzaga ,0.640
2015,Maryland ,0.632
2015,Baylor ,0.631
2015,N Iowa ,0.623
2015,Iowa State ,0.623
2015,Oklahoma ,0.620
2015,S Methodist ,0.619
2015,N Carolina ,0.619
2015,Louisville ,0.617
2015,Wichita St ,0.617
2015,Utah ,0.617
2015,Georgetown ,0.613
2015,VCU ,0.612
2015,W Virginia ,0.612
2015,Arkansas ,0.608
2015,Providence ,0.606
2015,Butler ,0.602
2015,Notre Dame ,0.601
2015,Colorado St ,0.599
2015,Michigan St ,0.597
2015,San Diego St ,0.597
2015,St Johns ,0.593
2015,Davidson ,0.592
2015,Oregon ,0.592
2015,Buffalo ,0.589
2015,Temple ,0.589
2015,Dayton ,0.588
2015,Cincinnati ,0.588
2015,Old Dominion ,0.587
2015,BYU ,0.586
2015,Xavier ,0.586
2015,Boise State ,0.586
2015,Iowa ,0.585
2015,Georgia ,0.585
2015,Ohio State ,0.585
2015,Texas ,0.583
2015,Ste F Austin ,0.582
2015,NC State ,0.581
2015,Oklahoma St ,0.580
2015,Tulsa ,0.580
2015,LSU ,0.577
2015,Wofford ,0.576
2015,Mississippi ,0.574
2015,UCLA ,0.573
2015,LA Tech ,0.573
2015,Iona ,0.572
2015,Richmond ,0.571
2015,Texas A&M ,0.569
2015,Purdue ,0.568
2015,Stanford ,0.567
2015,Valparaiso ,0.566
2015,Indiana ,0.566
2015,WI-Grn Bay ,0.566
2015,Illinois ,0.565
2015,UC Davis ,0.565
2015,Miami (FL) ,0.565
2015,Harvard ,0.565
2015,Yale ,0.564
2015,Illinois St ,0.563
2015,Murray St ,0.562
2015,Georgia St ,0.561
2015,Rhode Island ,0.561
2015,St Marys ,0.560
2015,Pittsburgh ,0.560
2015,Syracuse ,0.559
2015,TX El Paso ,0.557
2015,U Mass ,0.555
2015,Central Mich ,0.555
2015,Florida ,0.553
2015,Toledo ,0.552
2015,Alabama ,0.551
2015,Connecticut ,0.550
2015,Geo Wshgtn ,0.549
2015,Memphis ,0.548
2015,Seton Hall ,0.547
2015,Kansas St ,0.547
2015,UCSB ,0.546
2015,Arizona St ,0.546
2015,Kent State ,0.546
2015,Northeastrn ,0.545
2015,S Dakota St ,0.544
2015,Michigan ,0.544
2015,E Washingtn ,0.543
2015,Vanderbilt ,0.543
2015,High Point ,0.543
2015,Sam Hous St ,0.542
2015,Wm & Mary ,0.540
2015,Clemson ,0.539
2015,S Carolina ,0.538
2015,Minnesota ,0.538
2015,Wyoming ,0.537
2015,Lg Beach St ,0.536
2015,UNLV ,0.536
2015,Bowling Grn ,0.535
2015,La Salle ,0.535
2015,W Kentucky ,0.535
2015,California ,0.534
2015,Tennessee ,0.534
2015,N Dakota St ,0.534
2015,Stony Brook ,0.532
2015,Belmont ,0.532
2015,W Michigan ,0.531
2015,Albany ,0.531
2015,UC Irvine ,0.530
2015,NC Central ,0.529
2015,Washington ,0.529
2015,Northwestern ,0.528
2015,N Mex State ,0.528
2015,Chattanooga ,0.527
2015,Oregon St ,0.526
2015,St Bonavent ,0.526
2015,Florida St ,0.526
2015,Evansville ,0.525
2015,Penn State ,0.525
2015,Colorado ,0.525
2015,Loyola-Chi ,0.524
2015,GA Southern ,0.524
2015,Wake Forest ,0.522
2015,GA Tech ,0.522
2015,Lafayette ,0.521
2015,Coastal Car ,0.520
2015,Pepperdine ,0.519
2015,LA Monroe ,0.519
2015,Cleveland St ,0.519
2015,TX Southern ,0.519
2015,Utah State ,0.518
2015,TX Christian ,0.518
2015,Fla Gulf Cst ,0.517
2015,Nebraska ,0.517
2015,American ,0.516
2015,Akron ,0.515
2015,Bucknell ,0.515
2015,Rider ,0.514
2015,NC-Wilmgton ,0.514
2015,Gard-Webb ,0.514
2015,Portland ,0.513
2015,Creighton ,0.513
2015,James Mad ,0.512
2015,Montana ,0.512
2015,E Michigan ,0.512
2015,LA Lafayette ,0.511
2015,Sac State ,0.511
2015,San Diego ,0.510
2015,Wash State ,0.510
2015,Radford ,0.509
2015,Norfolk St ,0.509
2015,New Mexico ,0.509
2015,E Kentucky ,0.509
2015,St Fran (NY) ,0.508
2015,Incarnate Word ,0.508
2015,Oakland ,0.508
2015,N Florida ,0.508
2015,NJIT ,0.507
2015,Marquette ,0.507
2015,Oral Roberts ,0.506
2015,Charl South ,0.506
2015,Manhattan ,0.505
2015,Boston Col ,0.505
2015,NW State ,0.504
2015,N Arizona ,0.503
2015,Auburn ,0.503
2015,Rutgers ,0.502
2015,Hawaii ,0.501
2015,St Josephs ,0.501
2015,E Illinois ,0.500
2015,Hofstra ,0.499
2015,Lehigh ,0.498
2015,TX-Arlington ,0.498
2015,UAB ,0.498
2015,Texas Tech ,0.498
2015,Monmouth ,0.498
2015,Middle Tenn ,0.496
2015,Canisius ,0.496
2015,TN Martin ,0.496
2015,DePaul ,0.496
2015,St Fran (PA) ,0.496
2015,Rob Morris ,0.494
2015,Fresno St ,0.494
2015,N Illinois ,0.494
2015,San Fransco ,0.493
2015,Mt St Marys ,0.493
2015,Indiana St ,0.492
2015,Maryland ES ,0.492
2015,Dartmouth ,0.492
2015,Bryant ,0.491
2015,Cal Poly ,0.490
2015,N Hampshire ,0.490
2015,Colgate ,0.489
2015,E Tenn St ,0.489
2015,Columbia ,0.487
2015,Charlotte ,0.487
2015,Princeton ,0.487
2015,Boston U ,0.486
2015,Detroit ,0.486
2015,Tulane ,0.485
2015,Holy Cross ,0.485
2015,Santa Clara ,0.485
2015,Morehead St ,0.484
2015,Vermont ,0.484
2015,Miss State ,0.483
2015,SC Upstate ,0.482
2015,TX A&M-CC ,0.482
2015,WI-Milwkee ,0.482
2015,Mercer ,0.481
2015,South Dakota ,0.481
2015,Winthrop ,0.481
2015,USC ,0.480
2015,Missouri ,0.479
2015,Geo Mason ,0.479
2015,North Texas ,0.477
2015,IPFW ,0.474
2015,Delaware St ,0.474
2015,Portland St ,0.471
2015,W Carolina ,0.471
2015,Florida Intl ,0.471
2015,Duquesne ,0.470
2015,TX-San Ant ,0.469
2015,Miami (OH) ,0.468
2015,UC Riverside ,0.468
2015,Quinnipiac ,0.468
2015,Ohio ,0.467
2015,Lamar ,0.467
2015,Cornell ,0.467
2015,VA Tech ,0.466
2015,St Peters ,0.466
2015,E Carolina ,0.465
2015,Denver ,0.465
2015,Army ,0.464
2015,N Colorado ,0.463
2015,Central FL ,0.462
2015,Pacific ,0.461
2015,Howard ,0.461
2015,Texas State ,0.460
2015,Missouri St ,0.460
2015,Sacred Hrt ,0.460
2015,Brown ,0.459
2015,Hartford ,0.459
2015,Drexel ,0.458
2015,NC-Asheville ,0.458
2015,Fordham ,0.458
2015,App State ,0.457
2015,Southern ,0.457
2015,Houston ,0.457
2015,Navy ,0.457
2015,LIU-Brooklyn ,0.457
2015,Delaware ,0.456
2015,U Penn ,0.456
2015,Air Force ,0.456
2015,Rice ,0.455
2015,Alabama St ,0.455
2015,Weber State ,0.454
2015,Elon ,0.453
2015,Saint Louis ,0.453
2015,IUPUI ,0.452
2015,Idaho ,0.452
2015,Wright State ,0.452
2015,N Kentucky ,0.452
2015,Siena ,0.452
2015,Loyola Mymt ,0.451
2015,Massachusetts Lowell ,0.451
2015,AR Lit Rock ,0.450
2015,Drake ,0.449
2015,Prairie View ,0.448
2015,Loyola-MD ,0.447
2015,S Florida ,0.446
2015,Lipscomb ,0.446
2015,Grand Canyon ,0.443
2015,Arkansas St ,0.441
2015,S Alabama ,0.440
2015,S Illinois ,0.440
2015,McNeese St ,0.440
2015,Ball State ,0.439
2015,Towson ,0.437
2015,S Mississippi ,0.435
2015,VA Military ,0.435
2015,Cal St Nrdge ,0.435
2015,SE Missouri ,0.435
2015,Houston Bap ,0.435
2015,Bradley ,0.435
2015,Hampton ,0.435
2015,Niagara ,0.434
2015,TN Tech ,0.433
2015,Marshall ,0.432
2015,IL-Chicago ,0.432
2015,Youngs St ,0.431
2015,SIU Edward ,0.431
2015,UMKC ,0.431
2015,Furman ,0.431
2015,Wagner ,0.430
2015,Seattle ,0.428
2015,Col Charlestn ,0.428
2015,Neb Omaha ,0.427
2015,Fairfield ,0.427
2015,Nevada ,0.426
2015,Jksnville St ,0.424
2015,Utah Val St ,0.424
2015,Samford ,0.424
2015,S Utah ,0.423
2015,Fla Atlantic ,0.423
2015,Ark Pine Bl ,0.422
2015,CS Bakersfld ,0.421
2015,North Dakota ,0.419
2015,NC-Grnsboro ,0.419
2015,Nicholls St ,0.415
2015,F Dickinson ,0.413
2015,Troy ,0.412
2015,CS Fullerton ,0.412
2015,Presbyterian ,0.412
2015,Longwood ,0.410
2015,Marist ,0.409
2015,Austin Peay ,0.409
2015,Jackson St ,0.409
2015,Coppin State ,0.408
2015,Kennesaw St ,0.407
2015,Campbell ,0.406
2015,S Car State ,0.406
2015,Abilene Christian ,0.405
2015,Montana St ,0.404
2015,New Orleans ,0.403
2015,Citadel ,0.402
2015,W Illinois ,0.400
2015,SE Louisiana ,0.400
2015,Alab A&M ,0.395
2015,Savannah St ,0.394
2015,TX-Pan Am ,0.393
2015,Binghamton ,0.392
2015,Chicago St ,0.392
2015,San Jose St ,0.386
2015,Jacksonville ,0.382
2015,NC A&T ,0.381
2015,Stetson ,0.381
2015,Maine ,0.381
2015,Morgan St ,0.379
2015,Beth-Cook ,0.377
2015,Idaho State ,0.373
2015,Central Conn ,0.372
2015,TN State ,0.371
2015,Maryland BC ,0.370
2015,Miss Val St ,0.369
2015,Liberty ,0.356
2015,Alcorn State ,0.348
2015,Central Ark ,0.339
2015,Florida A&M ,0.326
2015,Grambling St ,0.312
2016,Kansas ,0.672
2016,Virginia ,0.657
2016,Villanova ,0.657
2016,Oregon ,0.653
2016,Oklahoma ,0.646
2016,Xavier ,0.645
2016,Miami (FL) ,0.642
2016,Utah ,0.636
2016,N Carolina ,0.636
2016,W Virginia ,0.631
2016,S Methodist ,0.624
2016,Maryland ,0.622
2016,Kentucky ,0.621
2016,Michigan St ,0.620
2016,California ,0.619
2016,Purdue ,0.619
2016,Louisville ,0.617
2016,Duke ,0.615
2016,Iowa State ,0.613
2016,Dayton ,0.612
2016,Indiana ,0.612
2016,Texas A&M ,0.611
2016,Iowa ,0.606
2016,Texas ,0.606
2016,Arizona ,0.602
2016,Baylor ,0.600
2016,St Bonavent ,0.599
2016,Oregon St ,0.597
2016,St Josephs ,0.596
2016,Wisconsin ,0.595
2016,Colorado ,0.595
2016,S Dakota St ,0.593
2016,Akron ,0.593
2016,Seton Hall ,0.593
2016,Texas Tech ,0.592
2016,St Marys ,0.588
2016,Notre Dame ,0.587
2016,Cincinnati ,0.587
2016,Princeton ,0.586
2016,VCU ,0.586
2016,USC ,0.586
2016,San Diego St ,0.585
2016,Yale ,0.584
2016,Providence ,0.584
2016,NC-Wilmgton ,0.583
2016,Butler ,0.583
2016,Gonzaga ,0.583
2016,Wichita St ,0.583
2016,Pittsburgh ,0.583
2016,Vanderbilt ,0.581
2016,AR Lit Rock ,0.581
2016,Valparaiso ,0.581
2016,Chattanooga ,0.580
2016,Tulsa ,0.579
2016,Monmouth ,0.579
2016,S Carolina ,0.579
2016,Temple ,0.578
2016,Hofstra ,0.578
2016,Florida ,0.577
2016,Connecticut ,0.577
2016,Davidson ,0.571
2016,Geo Wshgtn ,0.570
2016,GA Tech ,0.569
2016,Stony Brook ,0.568
2016,UC Irvine ,0.568
2016,Wm & Mary ,0.568
2016,Michigan ,0.566
2016,N Iowa ,0.565
2016,Syracuse ,0.565
2016,IPFW ,0.565
2016,Georgia ,0.565
2016,Alabama ,0.564
2016,Houston ,0.563
2016,UAB ,0.562
2016,Ohio State ,0.561
2016,Ste F Austin ,0.561
2016,BYU ,0.561
2016,Florida St ,0.559
2016,Washington ,0.559
2016,Stanford ,0.558
2016,Iona ,0.557
2016,Ohio ,0.557
2016,Fresno St ,0.555
2016,VA Tech ,0.555
2016,Kansas St ,0.554
2016,E Tenn St ,0.554
2016,TX A&M-CC ,0.551
2016,Lg Beach St ,0.550
2016,Mississippi ,0.549
2016,Middle Tenn ,0.549
2016,Hawaii ,0.549
2016,Grand Canyon ,0.548
2016,Evansville ,0.548
2016,Boise State ,0.548
2016,LSU ,0.548
2016,UCSB ,0.545
2016,Creighton ,0.545
2016,Belmont ,0.544
2016,Arizona St ,0.543
2016,Siena ,0.542
2016,TX-Arlington ,0.541
2016,UCLA ,0.541
2016,Georgetown ,0.540
2016,James Mad ,0.539
2016,Rhode Island ,0.539
2016,Northwestern ,0.537
2016,LA Monroe ,0.537
2016,N Mex State ,0.536
2016,Northeastrn ,0.536
2016,Marquette ,0.536
2016,Albany ,0.536
2016,Buffalo ,0.536
2016,E Michigan ,0.535
2016,LA Tech ,0.534
2016,WI-Grn Bay ,0.532
2016,Penn State ,0.532
2016,Arkansas ,0.532
2016,Illinois St ,0.531
2016,Oakland ,0.530
2016,NC State ,0.530
2016,Kent State ,0.529
2016,Nevada ,0.528
2016,Weber State ,0.528
2016,N Illinois ,0.528
2016,Clemson ,0.528
2016,N Dakota St ,0.527
2016,Morehead St ,0.527
2016,New Mexico ,0.526
2016,Richmond ,0.526
2016,Winthrop ,0.525
2016,Columbia ,0.525
2016,Pepperdine ,0.525
2016,Marshall ,0.525
2016,Vermont ,0.524
2016,TN Tech ,0.524
2016,CS Bakersfld ,0.523
2016,Col Charlestn ,0.522
2016,S Illinois ,0.521
2016,NC-Asheville ,0.521
2016,UNLV ,0.519
2016,Fairfield ,0.518
2016,Neb Omaha ,0.517
2016,Tennessee ,0.516
2016,Wright State ,0.516
2016,Miss State ,0.516
2016,Central Mich ,0.515
2016,Memphis ,0.513
2016,Utah State ,0.513
2016,Oral Roberts ,0.512
2016,Towson ,0.512
2016,TN State ,0.511
2016,Montana ,0.511
2016,Old Dominion ,0.511
2016,Illinois ,0.510
2016,Wake Forest ,0.510
2016,Duquesne ,0.508
2016,High Point ,0.506
2016,Elon ,0.506
2016,N Florida ,0.505
2016,LA Lafayette ,0.505
2016,Fordham ,0.504
2016,Incarnate Word ,0.504
2016,Georgia St ,0.503
2016,W Carolina ,0.502
2016,Lehigh ,0.501
2016,W Kentucky ,0.500
2016,Furman ,0.500
2016,Oklahoma St ,0.500
2016,TX Christian ,0.500
2016,Coastal Car ,0.499
2016,Nebraska ,0.499
2016,Auburn ,0.499
2016,Indiana St ,0.499
2016,Hampton ,0.499
2016,Murray St ,0.498
2016,Ball State ,0.498
2016,Sam Hous St ,0.498
2016,WI-Milwkee ,0.498
2016,N Hampshire ,0.496
2016,TX Southern ,0.496
2016,U Mass ,0.495
2016,Toledo ,0.494
2016,Bucknell ,0.493
2016,Wagner ,0.491
2016,IUPUI ,0.490
2016,Wyoming ,0.490
2016,Austin Peay ,0.490
2016,Colorado St ,0.490
2016,Miami (OH) ,0.489
2016,Radford ,0.489
2016,Harvard ,0.488
2016,Denver ,0.488
2016,Idaho ,0.487
2016,DePaul ,0.486
2016,Mercer ,0.486
2016,South Dakota ,0.486
2016,Boston U ,0.485
2016,Detroit ,0.484
2016,Geo Mason ,0.483
2016,W Michigan ,0.483
2016,E Carolina ,0.482
2016,Wofford ,0.482
2016,Saint Louis ,0.481
2016,F Dickinson ,0.481
2016,Wash State ,0.481
2016,TX El Paso ,0.481
2016,Central FL ,0.480
2016,NJIT ,0.477
2016,Bowling Grn ,0.477
2016,St Peters ,0.477
2016,S Car State ,0.477
2016,Army ,0.476
2016,TN Martin ,0.476
2016,Gard-Webb ,0.476
2016,Norfolk St ,0.476
2016,Fla Gulf Cst ,0.475
2016,E Kentucky ,0.475
2016,Southern ,0.474
2016,Navy ,0.474
2016,Missouri ,0.472
2016,Jackson St ,0.470
2016,Loyola Mymt ,0.470
2016,Canisius ,0.470
2016,Air Force ,0.469
2016,GA Southern ,0.469
2016,North Dakota ,0.468
2016,San Fransco ,0.467
2016,La Salle ,0.466
2016,E Washingtn ,0.466
2016,American ,0.466
2016,S Florida ,0.465
2016,Manhattan ,0.465
2016,Houston Bap ,0.465
2016,St Johns ,0.465
2016,Charlotte ,0.463
2016,Missouri St ,0.462
2016,Cal Poly ,0.462
2016,Loyola-Chi ,0.460
2016,NC-Grnsboro ,0.460
2016,Colgate ,0.460
2016,Rider ,0.460
2016,Cornell ,0.458
2016,S Alabama ,0.458
2016,Mt St Marys ,0.457
2016,Portland ,0.457
2016,Texas State ,0.456
2016,Drexel ,0.455
2016,Tulane ,0.454
2016,Boston Col ,0.454
2016,Idaho State ,0.452
2016,Santa Clara ,0.452
2016,Holy Cross ,0.451
2016,Samford ,0.450
2016,Alcorn State ,0.449
2016,Minnesota ,0.447
2016,LIU-Brooklyn ,0.447
2016,Utah Val St ,0.447
2016,Loyola-MD ,0.446
2016,W Illinois ,0.446
2016,Alabama St ,0.446
2016,Sacred Hrt ,0.445
2016,Kennesaw St ,0.445
2016,Massachusetts Lowell ,0.445
2016,UC Riverside ,0.445
2016,Montana St ,0.444
2016,App State ,0.444
2016,Liberty ,0.444
2016,St Fran (PA) ,0.444
2016,Florida Intl ,0.443
2016,Lipscomb ,0.443
2016,Pacific ,0.443
2016,E Illinois ,0.443
2016,Sac State ,0.442
2016,UC Davis ,0.441
2016,Cleveland St ,0.440
2016,Delaware ,0.439
2016,Cal St Nrdge ,0.439
2016,Rice ,0.439
2016,St Fran (NY) ,0.439
2016,Portland St ,0.437
2016,Youngs St ,0.436
2016,Arkansas St ,0.436
2016,U Penn ,0.436
2016,Dartmouth ,0.435
2016,Savannah St ,0.434
2016,Beth-Cook ,0.434
2016,Seattle ,0.433
2016,Jacksonville ,0.430
2016,Rob Morris ,0.430
2016,UMKC ,0.430
2016,Hartford ,0.429
2016,Rutgers ,0.427
2016,Troy ,0.427
2016,North Texas ,0.427
2016,CS Fullerton ,0.426
2016,N Kentucky ,0.424
2016,Quinnipiac ,0.423
2016,Charl South ,0.423
2016,Stetson ,0.420
2016,San Jose St ,0.420
2016,Fla Atlantic ,0.420
2016,San Diego ,0.420
2016,Binghamton ,0.419
2016,N Colorado ,0.417
2016,SIU Edward ,0.416
2016,Bradley ,0.415
2016,Campbell ,0.412
2016,Maryland ES ,0.412
2016,Jksnville St ,0.411
2016,Nicholls St ,0.411
2016,Brown ,0.409
2016,NC Central ,0.409
2016,VA Military ,0.408
2016,S Mississippi ,0.408
2016,Ark Pine Bl ,0.408
2016,Maine ,0.407
2016,Marist ,0.407
2016,Niagara ,0.406
2016,Presbyterian ,0.406
2016,Bryant ,0.406
2016,Coppin State ,0.405
2016,Abilene Christian ,0.405
2016,SC Upstate ,0.403
2016,Longwood ,0.403
2016,Citadel ,0.403
2016,SE Louisiana ,0.401
2016,Drake ,0.401
2016,Lafayette ,0.400
2016,Miss Val St ,0.400
2016,Howard ,0.400
2016,Morgan St ,0.399
2016,N Arizona ,0.397
2016,Alab A&M ,0.396
2016,Prairie View ,0.395
2016,TX-Pan Am ,0.394
2016,S Utah ,0.390
2016,Maryland BC ,0.390
2016,Lamar ,0.389
2016,Central Ark ,0.388
2016,McNeese St ,0.384
2016,NC A&T ,0.384
2016,SE Missouri ,0.381
2016,New Orleans ,0.380
2016,NW State ,0.379
2016,Delaware St ,0.369
2016,TX-San Ant ,0.369
2016,IL-Chicago ,0.368
2016,Chicago St ,0.363
2016,Florida A&M ,0.362
2016,Grambling St ,0.358
2016,Central Conn ,0.342
2017,Villanova ,0.660
2017,Kansas ,0.655
2017,N Carolina ,0.652
2017,Florida ,0.650
2017,Kentucky ,0.647
2017,Louisville ,0.646
2017,Gonzaga ,0.645
2017,Arizona ,0.644
2017,Oregon ,0.643
2017,Baylor ,0.641
2017,Florida St ,0.638
2017,Duke ,0.637
2017,Cincinnati ,0.632
2017,Butler ,0.628
2017,UCLA ,0.627
2017,S Methodist ,0.622
2017,St Marys ,0.622
2017,Purdue ,0.620
2017,Virginia ,0.619
2017,Minnesota ,0.616
2017,Dayton ,0.610
2017,VCU ,0.608
2017,Notre Dame ,0.607
2017,W Virginia ,0.606
2017,NC-Wilmgton ,0.603
2017,Iowa State ,0.603
2017,Maryland ,0.603
2017,Creighton ,0.602
2017,Wichita St ,0.599
2017,Arkansas ,0.599
2017,Xavier ,0.598
2017,Illinois St ,0.598
2017,S Carolina ,0.596
2017,Nevada ,0.595
2017,Middle Tenn ,0.593
2017,TX-Arlington ,0.592
2017,Wisconsin ,0.591
2017,Seton Hall ,0.590
2017,Miami (FL) ,0.590
2017,Oklahoma St ,0.589
2017,Wake Forest ,0.589
2017,USC ,0.588
2017,Vanderbilt ,0.588
2017,Michigan ,0.588
2017,Rhode Island ,0.586
2017,VA Tech ,0.583
2017,Michigan St ,0.582
2017,Vermont ,0.582
2017,Monmouth ,0.580
2017,Georgia ,0.579
2017,Houston ,0.578
2017,Northwestern ,0.577
2017,Princeton ,0.577
2017,California ,0.574
2017,Kansas St ,0.573
2017,Providence ,0.572
2017,E Tenn St ,0.572
2017,Akron ,0.570
2017,Col Charlestn ,0.570
2017,Marquette ,0.568
2017,Belmont ,0.566
2017,Bucknell ,0.564
2017,Illinois ,0.563
2017,TX Christian ,0.560
2017,BYU ,0.560
2017,N Mex State ,0.560
2017,Colorado St ,0.558
2017,Clemson ,0.558
2017,Winthrop ,0.557
2017,Mississippi ,0.557
2017,Boise State ,0.555
2017,Pittsburgh ,0.555
2017,Fresno St ,0.554
2017,NC-Asheville ,0.554
2017,Indiana ,0.554
2017,Valparaiso ,0.554
2017,Central FL ,0.553
2017,CS Bakersfld ,0.550
2017,Iowa ,0.549
2017,Utah ,0.549
2017,Tennessee ,0.548
2017,Richmond ,0.547
2017,Alabama ,0.546
2017,Fla Gulf Cst ,0.546
2017,Syracuse ,0.545
2017,New Mexico ,0.545
2017,Ohio State ,0.544
2017,St Bonavent ,0.544
2017,N Kentucky ,0.543
2017,Iona ,0.541
2017,Towson ,0.541
2017,Texas A&M ,0.540
2017,San Diego St ,0.539
2017,Geo Wshgtn ,0.539
2017,San Fransco ,0.538
2017,Colorado ,0.538
2017,NC-Grnsboro ,0.538
2017,Stanford ,0.537
2017,Furman ,0.536
2017,Lehigh ,0.536
2017,Davidson ,0.535
2017,Penn State ,0.534
2017,Geo Mason ,0.534
2017,LA Lafayette ,0.534
2017,LA Tech ,0.533
2017,GA Tech ,0.533
2017,Nebraska ,0.533
2017,Auburn ,0.531
2017,Georgetown ,0.531
2017,Ohio ,0.530
2017,Memphis ,0.530
2017,Georgia St ,0.530
2017,GA Southern ,0.530
2017,Oakland ,0.529
2017,Wm & Mary ,0.528
2017,N Dakota St ,0.528
2017,Siena ,0.527
2017,Arkansas St ,0.526
2017,Wright State ,0.526
2017,TX Southern ,0.526
2017,Connecticut ,0.525
2017,South Dakota ,0.524
2017,St Johns ,0.524
2017,Marshall ,0.523
2017,Arizona St ,0.523
2017,Texas Tech ,0.523
2017,N Hampshire ,0.521
2017,UC Irvine ,0.521
2017,Temple ,0.521
2017,Harvard ,0.521
2017,Santa Clara ,0.521
2017,Grand Canyon ,0.520
2017,Tulsa ,0.520
2017,St Peters ,0.520
2017,La Salle ,0.519
2017,Northeastrn ,0.518
2017,Neb Omaha ,0.518
2017,NC State ,0.518
2017,Old Dominion ,0.518
2017,Albany ,0.517
2017,Chattanooga ,0.517
2017,E Washingtn ,0.517
2017,Yale ,0.516
2017,Buffalo ,0.515
2017,S Illinois ,0.515
2017,Miss State ,0.514
2017,Jksnville St ,0.510
2017,Mt St Marys ,0.509
2017,Wyoming ,0.509
2017,Loyola Mymt ,0.508
2017,Texas ,0.508
2017,S Dakota St ,0.507
2017,Toledo ,0.507
2017,WI-Grn Bay ,0.507
2017,TX A&M-CC ,0.506
2017,N Iowa ,0.505
2017,Oklahoma ,0.505
2017,Wash State ,0.504
2017,Elon ,0.504
2017,Rice ,0.504
2017,TN Martin ,0.503
2017,Maryland BC ,0.503
2017,TN State ,0.503
2017,Ball State ,0.503
2017,North Dakota ,0.503
2017,Rutgers ,0.502
2017,Kent State ,0.502
2017,Samford ,0.502
2017,Canisius ,0.502
2017,E Michigan ,0.501
2017,Liberty ,0.500
2017,Houston Bap ,0.500
2017,W Michigan ,0.500
2017,Stony Brook ,0.500
2017,IPFW ,0.499
2017,Utah State ,0.497
2017,New Orleans ,0.497
2017,Coastal Car ,0.497
2017,Loyola-Chi ,0.496
2017,Fairfield ,0.495
2017,Sam Hous St ,0.495
2017,UMKC ,0.495
2017,Gard-Webb ,0.495
2017,Boston U ,0.495
2017,UC Davis ,0.494
2017,Troy ,0.494
2017,Lipscomb ,0.493
2017,Evansville ,0.493
2017,U Mass ,0.493
2017,San Jose St ,0.492
2017,Wofford ,0.492
2017,Mercer ,0.492
2017,LSU ,0.492
2017,Texas State ,0.491
2017,Weber State ,0.489
2017,Hofstra ,0.487
2017,Ste F Austin ,0.487
2017,U Penn ,0.487
2017,UAB ,0.487
2017,St Josephs ,0.486
2017,Rider ,0.485
2017,Morehead St ,0.485
2017,Idaho ,0.483
2017,Utah Val St ,0.483
2017,San Diego ,0.482
2017,Washington ,0.481
2017,Navy ,0.481
2017,Lg Beach St ,0.481
2017,Holy Cross ,0.480
2017,Missouri St ,0.480
2017,Denver ,0.480
2017,Fordham ,0.478
2017,E Carolina ,0.477
2017,NC Central ,0.477
2017,Loyola-MD ,0.475
2017,Boston Col ,0.474
2017,Central Mich ,0.474
2017,N Florida ,0.474
2017,IUPUI ,0.473
2017,Montana ,0.473
2017,Bradley ,0.472
2017,Pacific ,0.471
2017,LIU-Brooklyn ,0.470
2017,Bowling Grn ,0.468
2017,W Kentucky ,0.468
2017,TX El Paso ,0.467
2017,Radford ,0.466
2017,Lamar ,0.464
2017,SC Upstate ,0.463
2017,S Alabama ,0.463
2017,Murray St ,0.463
2017,Alcorn State ,0.462
2017,Portland ,0.461
2017,DePaul ,0.460
2017,Indiana St ,0.460
2017,Delaware ,0.460
2017,Saint Louis ,0.460
2017,High Point ,0.460
2017,Rob Morris ,0.458
2017,N Illinois ,0.457
2017,UNLV ,0.457
2017,Charlotte ,0.457
2017,AR Lit Rock ,0.456
2017,Campbell ,0.455
2017,Norfolk St ,0.455
